epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
117,3201.49,0.73624,0.48085,0.94064,0.96189,0.98043,0.98535,0.81699,0.6581,0.3676,0.89672,0.002344,0.002344,0.002344
118,3228.62,0.74623,0.49157,0.93793,0.96206,0.97931,0.9851,0.81774,0.65691,0.36601,0.89462,0.002278,0.002278,0.002278
119,3255.7,0.74633,0.48727,0.94301,0.95739,0.98268,0.98711,0.81844,0.65928,0.3652,0.89481,0.002212,0.002212,0.002212
120,3282.73,0.7319,0.48376,0.93266,0.96012,0.9836,0.98673,0.8171,0.65683,0.36491,0.89521,0.002146,0.002146,0.002146
121,3309.89,0.73722,0.4771,0.94017,0.95991,0.97974,0.98614,0.81967,0.65094,0.36976,0.89262,0.00208,0.00208,0.00208
122,3337.16,0.74627,0.48261,0.94154,0.95675,0.97981,0.98609,0.81978,0.65017,0.36549,0.89039,0.002014,0.002014,0.002014
123,3364.08,0.73108,0.47017,0.93638,0.9594,0.98045,0.98556,0.82284,0.65176,0.36539,0.89017,0.001948,0.001948,0.001948
124,3390.98,0.72387,0.4704,0.93415,0.96079,0.98445,0.98616,0.82315,0.65409,0.36418,0.89184,0.001882,0.001882,0.001882
125,3418.28,0.71825,0.46614,0.92788,0.96509,0.97493,0.98562,0.81824,0.65513,0.35963,0.89241,0.001816,0.001816,0.001816
126,3445.62,0.72441,0.46851,0.93267,0.96504,0.97491,0.98592,0.8186,0.65597,0.35577,0.89321,0.00175,0.00175,0.00175
127,3472.74,0.71989,0.46227,0.93159,0.96126,0.98175,0.98543,0.81826,0.65598,0.36209,0.89245,0.001684,0.001684,0.001684
128,3500.72,0.72374,0.47047,0.93112,0.96413,0.97875,0.98521,0.81361,0.65754,0.36498,0.89266,0.001618,0.001618,0.001618
129,3528.52,0.71616,0.46972,0.93012,0.96117,0.97994,0.98469,0.81418,0.65374,0.36223,0.89294,0.001552,0.001552,0.001552
130,3556.3,0.71197,0.4594,0.92552,0.96205,0.9822,0.98543,0.81881,0.65469,0.35829,0.89412,0.001486,0.001486,0.001486
131,3583.81,0.71918,0.46661,0.93233,0.96105,0.98138,0.9852,0.81739,0.65482,0.36052,0.89366,0.00142,0.00142,0.00142
132,3611.23,0.70728,0.45989,0.92717,0.96407,0.98077,0.98488,0.8175,0.64992,0.36316,0.89232,0.001354,0.001354,0.001354
133,3638.94,0.70741,0.45526,0.92876,0.96413,0.97951,0.9852,0.82251,0.64844,0.3602,0.89401,0.001288,0.001288,0.001288
134,3666.34,0.69657,0.44759,0.92657,0.96151,0.97465,0.98397,0.81746,0.64975,0.35868,0.89485,0.001222,0.001222,0.001222
135,3694.51,0.69623,0.44601,0.92463,0.96288,0.97617,0.98448,0.81785,0.64791,0.3571,0.89398,0.001156,0.001156,0.001156
136,3722.38,0.69927,0.45827,0.92367,0.96295,0.97563,0.98457,0.82162,0.64713,0.35531,0.89225,0.00109,0.00109,0.00109
137,3750.73,0.69417,0.45108,0.92042,0.96317,0.97692,0.98509,0.8206,0.64719,0.35873,0.89098,0.001024,0.001024,0.001024
138,3778.64,0.69276,0.44328,0.9232,0.96272,0.97849,0.98492,0.82072,0.64812,0.35825,0.89101,0.000958,0.000958,0.000958
139,3806.39,0.69516,0.44481,0.92568,0.96543,0.98098,0.98592,0.82235,0.64619,0.3561,0.89151,0.000892,0.000892,0.000892
140,3834.16,0.69106,0.44434,0.91788,0.96428,0.98118,0.98627,0.82524,0.64399,0.35819,0.89069,0.000826,0.000826,0.000826
141,3861.92,0.65205,0.38598,0.90876,0.96391,0.97458,0.98465,0.8242,0.64735,0.36092,0.89248,0.00076,0.00076,0.00076
142,3888.8,0.65057,0.38677,0.91104,0.96604,0.97714,0.98525,0.82221,0.648,0.36479,0.89274,0.000694,0.000694,0.000694
143,3915.53,0.63801,0.37795,0.90838,0.96458,0.97824,0.98491,0.82467,0.64833,0.36465,0.89379,0.000628,0.000628,0.000628
144,3942.08,0.63081,0.37026,0.9029,0.96505,0.97816,0.98438,0.82113,0.65106,0.36251,0.8946,0.000562,0.000562,0.000562
145,3968.73,0.62324,0.37545,0.9011,0.96044,0.97605,0.98327,0.82186,0.65186,0.3623,0.89528,0.000496,0.000496,0.000496
146,3995.28,0.61925,0.36772,0.89817,0.96153,0.97603,0.98407,0.82074,0.65382,0.36396,0.89596,0.00043,0.00043,0.00043
147,4022.08,0.61599,0.36214,0.89509,0.96136,0.97617,0.98373,0.82216,0.65496,0.36449,0.89667,0.000364,0.000364,0.000364
148,4048.57,0.61167,0.36337,0.8978,0.96156,0.97657,0.98391,0.82146,0.65488,0.36543,0.89674,0.000298,0.000298,0.000298
149,4075.19,0.61132,0.36042,0.89746,0.95858,0.97934,0.98381,0.82052,0.65526,0.36447,0.89766,0.000232,0.000232,0.000232
150,4101.73,0.60154,0.35489,0.89734,0.95817,0.97902,0.98376,0.8206,0.65429,0.36499,0.89803,0.000166,0.000166,0.000166
