epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
106,1127.49,0.57842,0.3556,0.88988,0.98444,0.99347,0.99113,0.86393,0.60688,0.28854,0.90788,0.000180516,0.000180516,0.000180516
107,1138.41,0.59136,0.35797,0.90005,0.98471,0.99359,0.99146,0.86414,0.58451,0.28542,0.89977,0.000176635,0.000176635,0.000176635
108,1149.26,0.57874,0.35299,0.89118,0.98333,0.99316,0.991,0.85888,0.61206,0.28899,0.90827,0.000172754,0.000172754,0.000172754
109,1160.1,0.57713,0.34897,0.89229,0.98355,0.99359,0.99077,0.86703,0.58966,0.28645,0.90225,0.000168874,0.000168874,0.000168874
110,1170.82,0.56756,0.34925,0.8916,0.98138,0.98723,0.99113,0.86098,0.59961,0.27828,0.90117,0.000164993,0.000164993,0.000164993
111,1180.67,0.56401,0.34903,0.88724,0.98515,0.98742,0.99377,0.85584,0.6136,0.28607,0.90687,0.000161112,0.000161112,0.000161112
112,1191.21,0.56855,0.36042,0.89101,0.98377,0.98854,0.99146,0.86819,0.59951,0.27966,0.90536,0.000157231,0.000157231,0.000157231
113,1202.04,0.57293,0.34949,0.88748,0.98293,0.99339,0.99128,0.86752,0.59576,0.27281,0.89969,0.00015335,0.00015335,0.00015335
114,1212.77,0.57955,0.35452,0.89264,0.98747,0.99359,0.99412,0.87329,0.55763,0.27086,0.89827,0.00014947,0.00014947,0.00014947
115,1223.6,0.57415,0.35909,0.89081,0.98175,0.99165,0.99377,0.86929,0.59963,0.29789,0.90411,0.000145589,0.000145589,0.000145589
116,1233.77,0.56602,0.34371,0.87923,0.98344,0.99359,0.99146,0.86062,0.59514,0.27802,0.90346,0.000141708,0.000141708,0.000141708
117,1243.61,0.55515,0.34591,0.8737,0.9836,0.99359,0.99128,0.87388,0.5718,0.2745,0.90014,0.000137827,0.000137827,0.000137827
118,1254.21,0.5551,0.33506,0.88289,0.983,0.99273,0.99113,0.86194,0.56925,0.27634,0.89938,0.000133946,0.000133946,0.000133946
119,1264.83,0.55187,0.33992,0.8885,0.98269,0.99304,0.99077,0.86829,0.58545,0.27981,0.90547,0.000130066,0.000130066,0.000130066
120,1275.5,0.56503,0.34586,0.89023,0.9845,0.98942,0.99113,0.87219,0.58246,0.27167,0.89765,0.000126185,0.000126185,0.000126185
121,1286.04,0.54847,0.33138,0.886,0.98295,0.98784,0.99146,0.8642,0.57357,0.27055,0.8948,0.000122304,0.000122304,0.000122304
